     tim; pos; vol; res; tur; rat; amp; pow; eAd; eFl; sMs; sKh; 
  345.75; 1; 725; 4.456; 29.042; 0.237; 38.56; 27956.0; 49.267; 2986174.078; 13.352; 48.067; 
  345.77; 1; 725; 4.456; 29.042; 0.237; 38.56; 27956.0; 49.267; 2986223.345; 13.352; 48.067; 
  345.78; 1; 725; 4.456; 29.043; 0.237; 38.56; 27956.0; 49.267; 2986272.612; 13.352; 48.067; 
  345.80; 1; 725; 4.456; 29.043; 0.237; 38.56; 27956.0; 49.267; 2986321.879; 13.352; 48.067; 
  345.82; 1; 725; 4.456; 29.043; 0.237; 38.56; 27956.0; 49.267; 2986371.146; 13.353; 48.071; 
  345.83; 1; 725; 4.456; 29.043; 0.237; 38.56; 27956.0; 49.267; 2986420.413; 13.353; 48.071; 
  345.85; 1; 725; 4.456; 29.044; 0.237; 38.56; 27956.0; 49.267; 2986469.68; 13.353; 48.071; 
  345.87; 1; 725; 4.456; 29.044; 0.237; 38.56; 27956.0; 49.267; 2986518.947; 13.353; 48.071; 
  345.88; 1; 725; 4.456; 29.044; 0.237; 38.56; 27956.0; 49.267; 2986568.214; 13.353; 48.071; 
  345.90; 1; 725; 4.456; 29.044; 0.237; 38.56; 27956.0; 49.267; 2986617.481; 13.353; 48.071; 
  345.92; 1; 725; 4.456; 29.045; 0.237; 38.56; 27956.0; 49.267; 2986666.748; 13.353; 48.071; 
  345.93; 1; 725; 4.456; 29.045; 0.237; 38.56; 27956.0; 49.267; 2986716.015; 13.353; 48.071; 
  345.95; 1; 725; 4.456; 29.045; 0.237; 38.56; 27956.0; 49.267; 2986765.282; 13.353; 48.071; 
  345.97; 1; 725; 4.456; 29.045; 0.237; 38.56; 27956.0; 49.267; 2986814.549; 13.354; 48.074; 
  345.98; 1; 725; 4.456; 29.046; 0.237; 38.56; 27956.0; 49.267; 2986863.816; 13.354; 48.074; 
  346.00; 1; 725; 4.456; 29.046; 0.237; 38.56; 27956.0; 49.267; 2986913.083; 13.354; 48.074; 
  346.02; 1; 725; 4.456; 29.046; 0.237; 38.56; 27956.0; 49.267; 2986962.35; 13.354; 48.074; 
  346.03; 1; 725; 4.456; 29.046; 0.237; 38.56; 27956.0; 49.267; 2987011.617; 13.354; 48.074; 
  346.05; 1; 725; 4.456; 29.046; 0.237; 38.56; 27956.0; 49.267; 2987060.884; 13.354; 48.074; 
  346.07; 1; 725; 4.456; 29.047; 0.237; 38.56; 27956.0; 49.267; 2987110.151; 13.354; 48.074; 
  346.08; 1; 725; 4.456; 29.047; 0.237; 38.56; 27956.0; 49.267; 2987159.418; 13.354; 48.074; 
  346.10; 1; 725; 4.456; 29.047; 0.237; 38.56; 27956.0; 49.267; 2987208.685; 13.354; 48.074; 
  346.12; 1; 725; 4.456; 29.047; 0.237; 38.56; 27956.0; 49.267; 2987257.952; 13.355; 48.078; 
  346.13; 1; 725; 4.456; 29.048; 0.237; 38.56; 27956.0; 49.267; 2987307.219; 13.355; 48.078; 
  346.15; 1; 725; 4.456; 29.048; 0.237; 38.56; 27956.0; 49.267; 2987356.486; 13.355; 48.078; 
  346.17; 1; 725; 4.456; 29.048; 0.237; 38.56; 27956.0; 49.267; 2987405.753; 13.355; 48.078; 
  346.18; 1; 725; 4.456; 29.048; 0.237; 38.56; 27956.0; 49.267; 2987455.02; 13.355; 48.078; 
  346.20; 1; 725; 4.456; 29.049; 0.237; 38.56; 27956.0; 49.267; 2987504.287; 13.355; 48.078; 
  346.22; 1; 725; 4.456; 29.049; 0.237; 38.56; 27956.0; 49.267; 2987553.554; 13.355; 48.078; 
  346.23; 1; 725; 4.456; 29.049; 0.237; 38.56; 27956.0; 49.267; 2987602.821; 13.355; 48.078; 
  346.25; 1; 725; 4.456; 29.049; 0.237; 38.56; 27956.0; 49.267; 2987652.088; 13.355; 48.078; 
  346.27; 1; 725; 4.456; 29.05; 0.237; 38.56; 27956.0; 49.267; 2987701.355; 13.356; 48.082; 
  346.28; 1; 725; 4.456; 29.05; 0.237; 38.56; 27956.0; 49.267; 2987750.622; 13.356; 48.082; 
  346.30; 1; 725; 4.456; 29.05; 0.237; 38.56; 27956.0; 49.267; 2987799.889; 13.356; 48.082; 
  346.32; 1; 725; 4.456; 29.05; 0.237; 38.56; 27956.0; 49.267; 2987849.156; 13.356; 48.082; 
  346.33; 1; 725; 4.456; 29.051; 0.237; 38.56; 27956.0; 49.267; 2987898.423; 13.356; 48.082; 
  346.35; 1; 725; 4.456; 29.051; 0.237; 38.56; 27956.0; 49.267; 2987947.69; 13.356; 48.082; 
  346.37; 1; 725; 4.456; 29.051; 0.237; 38.56; 27956.0; 49.267; 2987996.957; 13.356; 48.082; 
  346.38; 1; 725; 4.456; 29.051; 0.237; 38.56; 27956.0; 49.267; 2988046.224; 13.356; 48.082; 
  346.40; 1; 725; 4.456; 29.052; 0.237; 38.56; 27956.0; 49.267; 2988095.491; 13.356; 48.082; 
  346.42; 1; 725; 4.456; 29.052; 0.237; 38.56; 27956.0; 49.267; 2988144.758; 13.357; 48.085; 
  346.43; 1; 725; 4.456; 29.052; 0.237; 38.56; 27956.0; 49.267; 2988194.025; 13.357; 48.085; 
  346.45; 1; 725; 4.456; 29.052; 0.237; 38.56; 27956.0; 49.267; 2988243.292; 13.357; 48.085; 
  346.47; 1; 725; 4.456; 29.052; 0.237; 38.56; 27956.0; 49.267; 2988292.559; 13.357; 48.085; 
  346.48; 1; 725; 4.456; 29.053; 0.237; 38.56; 27956.0; 49.267; 2988341.826; 13.357; 48.085; 
  346.50; 1; 725; 4.456; 29.053; 0.237; 38.56; 27956.0; 49.267; 2988391.093; 13.357; 48.085; 
  346.52; 1; 725; 4.456; 29.053; 0.237; 38.56; 27956.0; 49.267; 2988440.36; 13.357; 48.085; 
  346.53; 1; 725; 4.456; 29.053; 0.237; 38.56; 27956.0; 49.267; 2988489.627; 13.357; 48.085; 
  346.55; 1; 725; 4.456; 29.054; 0.237; 38.56; 27956.0; 49.267; 2988538.894; 13.357; 48.085; 
  346.57; 1; 725; 4.456; 29.054; 0.237; 38.56; 27956.0; 49.267; 2988588.161; 13.358; 48.089; 
  346.58; 1; 725; 4.456; 29.054; 0.237; 38.56; 27956.0; 49.267; 2988637.428; 13.358; 48.089; 
  346.60; 1; 725; 4.456; 29.054; 0.237; 38.56; 27956.0; 49.267; 2988686.695; 13.358; 48.089; 
  346.62; 1; 725; 4.456; 29.055; 0.236; 38.398; 27838.55; 47.309; 2988734.004; 13.358; 48.089; 
  346.63; 1; 725; 4.456; 29.055; 0.236; 38.398; 27838.55; 47.309; 2988781.313; 13.358; 48.089; 
  346.65; 1; 725; 4.456; 29.055; 0.236; 38.398; 27838.55; 47.309; 2988828.622; 13.358; 48.089; 
  346.67; 1; 725; 4.456; 29.055; 0.236; 38.398; 27838.55; 47.309; 2988875.931; 13.358; 48.089; 
  346.68; 1; 725; 4.456; 29.056; 0.236; 38.398; 27838.55; 47.309; 2988923.24; 13.358; 48.089; 
  346.70; 1; 725; 4.456; 29.056; 0.236; 38.398; 27838.55; 47.309; 2988970.549; 13.358; 48.089; 
  346.72; 1; 725; 4.456; 29.056; 0.236; 38.398; 27838.55; 47.309; 2989017.858; 13.358; 48.089; 
  346.73; 1; 725; 4.456; 29.056; 0.236; 38.398; 27838.55; 47.309; 2989065.167; 13.359; 48.092; 
  346.75; 1; 725; 4.456; 29.056; 0.236; 38.398; 27838.55; 47.309; 2989112.476; 13.359; 48.092; 
  346.77; 1; 725; 4.456; 29.057; 0.236; 38.398; 27838.55; 47.309; 2989159.785; 13.359; 48.092; 
  346.78; 1; 725; 4.456; 29.057; 0.236; 38.398; 27838.55; 47.309; 2989207.094; 13.359; 48.092; 
  346.80; 1; 725; 4.456; 29.057; 0.236; 38.398; 27838.55; 47.309; 2989254.403; 13.359; 48.092; 
  346.82; 1; 725; 4.456; 29.057; 0.236; 38.398; 27838.55; 47.309; 2989301.712; 13.359; 48.092; 
  346.83; 1; 725; 4.456; 29.058; 0.236; 38.398; 27838.55; 47.309; 2989349.021; 13.359; 48.092; 
  346.85; 1; 725; 4.456; 29.058; 0.236; 38.398; 27838.55; 47.309; 2989396.33; 13.359; 48.092; 
  346.87; 1; 725; 4.456; 29.058; 0.236; 38.398; 27838.55; 47.309; 2989443.639; 13.359; 48.092; 
  346.88; 1; 725; 4.456; 29.058; 0.236; 38.398; 27838.55; 47.309; 2989490.948; 13.36; 48.096; 
  346.90; 1; 725; 4.456; 29.059; 0.236; 38.398; 27838.55; 47.309; 2989538.257; 13.36; 48.096; 
  346.92; 1; 725; 4.456; 29.059; 0.236; 38.398; 27838.55; 47.309; 2989585.566; 13.36; 48.096; 
  346.93; 1; 725; 4.456; 29.059; 0.236; 38.398; 27838.55; 47.309; 2989632.875; 13.36; 48.096; 
  346.95; 1; 725; 4.456; 29.059; 0.236; 38.398; 27838.55; 47.309; 2989680.184; 13.36; 48.096; 
  346.97; 1; 725; 4.456; 29.059; 0.236; 38.398; 27838.55; 47.309; 2989727.493; 13.36; 48.096; 
  346.98; 1; 725; 4.456; 29.06; 0.236; 38.398; 27838.55; 47.309; 2989774.802; 13.36; 48.096; 
  347.00; 1; 725; 4.456; 29.06; 0.236; 38.398; 27838.55; 47.309; 2989822.111; 13.36; 48.096; 
  347.02; 1; 725; 4.456; 29.06; 0.236; 38.398; 27838.55; 47.309; 2989869.42; 13.36; 48.096; 
  347.03; 1; 725; 4.456; 29.06; 0.236; 38.398; 27838.55; 47.309; 2989916.729; 13.36; 48.096; 
  347.05; 1; 725; 4.456; 29.061; 0.236; 38.398; 27838.55; 47.309; 2989964.038; 13.361; 48.1; 
  347.07; 1; 725; 4.456; 29.061; 0.236; 38.398; 27838.55; 47.309; 2990011.347; 13.361; 48.1; 
  347.08; 1; 725; 4.456; 29.061; 0.236; 38.398; 27838.55; 47.309; 2990058.656; 13.361; 48.1; 
  347.10; 1; 725; 4.456; 29.061; 0.236; 38.398; 27838.55; 47.309; 2990105.965; 13.361; 48.1; 
  347.12; 1; 725; 4.456; 29.062; 0.236; 38.398; 27838.55; 47.309; 2990153.274; 13.361; 48.1; 
  347.13; 1; 725; 4.456; 29.062; 0.236; 38.398; 27838.55; 47.309; 2990200.583; 13.361; 48.1; 
  347.15; 1; 725; 4.456; 29.062; 0.236; 38.398; 27838.55; 47.309; 2990247.892; 13.361; 48.1; 
  347.17; 1; 725; 4.456; 29.062; 0.236; 38.398; 27838.55; 47.309; 2990295.201; 13.361; 48.1; 
  347.18; 1; 725; 4.456; 29.062; 0.236; 38.398; 27838.55; 47.309; 2990342.51; 13.361; 48.1; 
  347.20; 1; 725; 4.456; 29.063; 0.236; 38.398; 27838.55; 47.309; 2990389.819; 13.362; 48.103; 
  347.22; 1; 725; 4.456; 29.063; 0.236; 38.398; 27838.55; 47.309; 2990437.128; 13.362; 48.103; 
  347.23; 1; 725; 4.456; 29.063; 0.236; 38.398; 27838.55; 47.309; 2990484.437; 13.362; 48.103; 
  347.25; 1; 725; 4.456; 29.063; 0.236; 38.398; 27838.55; 47.309; 2990531.746; 13.362; 48.103; 
  347.27; 1; 725; 4.456; 29.064; 0.236; 38.398; 27838.55; 47.309; 2990579.055; 13.362; 48.103; 
  347.28; 1; 725; 4.456; 29.064; 0.236; 38.398; 27838.55; 47.309; 2990626.364; 13.362; 48.103; 
  347.30; 1; 725; 4.456; 29.064; 0.236; 38.398; 27838.55; 47.309; 2990673.673; 13.362; 48.103; 
  347.32; 1; 725; 4.456; 29.064; 0.236; 38.398; 27838.55; 47.309; 2990720.982; 13.362; 48.103; 
  347.33; 1; 725; 4.456; 29.065; 0.236; 38.398; 27838.55; 47.309; 2990768.291; 13.362; 48.103; 
  347.35; 1; 725; 4.456; 29.065; 0.236; 38.398; 27838.55; 47.309; 2990815.6; 13.362; 48.103; 
  347.37; 1; 725; 4.456; 29.065; 0.236; 38.398; 27838.55; 47.309; 2990862.909; 13.363; 48.107; 
  347.38; 1; 725; 4.456; 29.065; 0.236; 38.398; 27838.55; 47.309; 2990910.218; 13.363; 48.107; 
  347.40; 1; 725; 4.456; 29.065; 0.236; 38.398; 27838.55; 47.309; 2990957.527; 13.363; 48.107; 
  347.42; 1; 725; 4.456; 29.066; 0.236; 38.398; 27838.55; 47.309; 2991004.836; 13.363; 48.107; 
  347.43; 1; 725; 4.456; 29.066; 0.236; 38.398; 27838.55; 47.309; 2991052.145; 13.363; 48.107; 
  347.45; 1; 725; 4.456; 29.066; 0.236; 38.398; 27838.55; 47.309; 2991099.454; 13.363; 48.107; 
  347.47; 1; 725; 4.456; 29.066; 0.236; 38.398; 27838.55; 47.309; 2991146.763; 13.363; 48.107; 
  347.48; 1; 725; 4.456; 29.067; 0.236; 38.398; 27838.55; 47.309; 2991194.072; 13.363; 48.107; 
  347.50; 1; 725; 4.456; 29.067; 0.236; 38.398; 27838.55; 47.309; 2991241.381; 13.363; 48.107; 
  347.52; 1; 725; 4.456; 29.067; 0.236; 38.398; 27838.55; 47.309; 2991288.69; 13.364; 48.11; 
  347.53; 1; 725; 4.456; 29.067; 0.236; 38.398; 27838.55; 47.309; 2991335.999; 13.364; 48.11; 
  347.55; 1; 725; 4.456; 29.068; 0.236; 38.398; 27838.55; 47.309; 2991383.308; 13.364; 48.11; 
  347.57; 1; 725; 4.456; 29.068; 0.236; 38.398; 27838.55; 47.309; 2991430.617; 13.364; 48.11; 
  347.58; 1; 725; 4.456; 29.068; 0.236; 38.398; 27838.55; 47.309; 2991477.926; 13.364; 48.11; 
  347.60; 1; 725; 4.456; 29.068; 0.236; 38.398; 27838.55; 47.309; 2991525.235; 13.364; 48.11; 
  347.62; 1; 725; 4.456; 29.068; 0.236; 38.398; 27838.55; 47.309; 2991572.544; 13.364; 48.11; 
  347.63; 1; 725; 4.456; 29.069; 0.236; 38.398; 27838.55; 47.309; 2991619.853; 13.364; 48.11; 
  347.65; 1; 725; 4.456; 29.069; 0.236; 38.398; 27838.55; 47.309; 2991667.162; 13.364; 48.11; 
  347.67; 1; 725; 4.456; 29.069; 0.236; 38.398; 27838.55; 47.309; 2991714.471; 13.364; 48.11; 
  347.68; 1; 725; 4.456; 29.069; 0.236; 38.398; 27838.55; 47.309; 2991761.78; 13.365; 48.114; 
  347.70; 1; 725; 4.456; 29.07; 0.236; 38.398; 27838.55; 47.309; 2991809.089; 13.365; 48.114; 
  347.72; 1; 725; 4.456; 29.07; 0.236; 38.398; 27838.55; 47.309; 2991856.398; 13.365; 48.114; 
  347.73; 1; 725; 4.456; 29.07; 0.236; 38.398; 27838.55; 47.309; 2991903.707; 13.365; 48.114; 
  347.75; 1; 725; 4.456; 29.07; 0.236; 38.398; 27838.55; 47.309; 2991951.016; 13.365; 48.114; 
  347.77; 1; 725; 4.456; 29.071; 0.236; 38.398; 27838.55; 47.309; 2991998.325; 13.365; 48.114; 
  347.78; 1; 725; 4.456; 29.071; 0.236; 38.398; 27838.55; 47.309; 2992045.634; 13.365; 48.114; 
  347.80; 1; 725; 4.456; 29.071; 0.236; 38.398; 27838.55; 47.309; 2992092.943; 13.365; 48.114; 
  347.82; 1; 725; 4.456; 29.071; 0.236; 38.398; 27838.55; 47.309; 2992140.252; 13.365; 48.114; 
  347.83; 1; 725; 4.456; 29.071; 0.236; 38.398; 27838.55; 47.309; 2992187.561; 13.366; 48.118; 
  347.85; 1; 725; 4.456; 29.072; 0.236; 38.398; 27838.55; 47.309; 2992234.87; 13.366; 48.118; 
  347.87; 1; 725; 4.456; 29.072; 0.236; 38.398; 27838.55; 47.309; 2992282.179; 13.366; 48.118; 
  347.88; 1; 725; 4.456; 29.072; 0.236; 38.398; 27838.55; 47.309; 2992329.488; 13.366; 48.118; 
  347.90; 1; 725; 4.456; 29.072; 0.236; 38.398; 27838.55; 47.309; 2992376.797; 13.366; 48.118; 
  347.92; 1; 725; 4.456; 29.073; 0.236; 38.398; 27838.55; 47.309; 2992424.106; 13.366; 48.118; 
  347.93; 1; 725; 4.456; 29.073; 0.236; 38.398; 27838.55; 47.309; 2992471.415; 13.366; 48.118; 
  347.95; 1; 725; 4.456; 29.073; 0.236; 38.398; 27838.55; 47.309; 2992518.724; 13.366; 48.118; 
  347.97; 1; 725; 4.456; 29.073; 0.236; 38.398; 27838.55; 47.309; 2992566.033; 13.366; 48.118; 
  347.98; 1; 725; 4.456; 29.073; 0.236; 38.398; 27838.55; 47.309; 2992613.342; 13.367; 48.121; 
  348.00; 1; 725; 4.456; 29.074; 0.236; 38.398; 27838.55; 47.309; 2992660.651; 13.367; 48.121; 
  348.02; 1; 725; 4.456; 29.074; 0.236; 38.398; 27838.55; 47.309; 2992707.96; 13.367; 48.121; 
  348.03; 1; 725; 4.456; 29.074; 0.236; 38.398; 27838.55; 47.309; 2992755.269; 13.367; 48.121; 
  348.05; 1; 725; 4.456; 29.074; 0.236; 38.398; 27838.55; 47.309; 2992802.578; 13.367; 48.121; 
  348.07; 1; 725; 4.456; 29.075; 0.236; 38.398; 27838.55; 47.309; 2992849.887; 13.367; 48.121; 
  348.08; 1; 725; 4.456; 29.075; 0.236; 38.398; 27838.55; 47.309; 2992897.196; 13.367; 48.121; 
  348.10; 1; 725; 4.456; 29.075; 0.236; 38.398; 27838.55; 47.309; 2992944.505; 13.367; 48.121; 
  348.12; 1; 725; 4.456; 29.075; 0.236; 38.398; 27838.55; 47.309; 2992991.814; 13.367; 48.121; 
  348.13; 1; 725; 4.456; 29.076; 0.236; 38.398; 27838.55; 47.309; 2993039.123; 13.367; 48.121; 
  348.15; 1; 725; 4.456; 29.076; 0.236; 38.398; 27838.55; 47.309; 2993086.432; 13.368; 48.125; 
  348.17; 1; 725; 4.456; 29.076; 0.236; 38.398; 27838.55; 47.309; 2993133.741; 13.368; 48.125; 
  348.18; 1; 725; 4.456; 29.076; 0.236; 38.398; 27838.55; 47.309; 2993181.05; 13.368; 48.125; 
  348.20; 1; 725; 4.456; 29.076; 0.236; 38.398; 27838.55; 47.309; 2993228.359; 13.368; 48.125; 
  348.22; 1; 725; 4.456; 29.077; 0.236; 38.398; 27838.55; 47.309; 2993275.668; 13.368; 48.125; 
  348.23; 1; 725; 4.456; 29.077; 0.236; 38.398; 27838.55; 47.309; 2993322.977; 13.368; 48.125; 
  348.25; 1; 725; 4.456; 29.077; 0.236; 38.398; 27838.55; 47.309; 2993370.286; 13.368; 48.125; 
  348.27; 1; 725; 4.456; 29.077; 0.236; 38.398; 27838.55; 47.309; 2993417.595; 13.368; 48.125; 
  348.28; 1; 725; 4.456; 29.078; 0.236; 38.398; 27838.55; 47.309; 2993464.904; 13.368; 48.125; 
  348.30; 1; 725; 4.456; 29.078; 0.236; 38.398; 27838.55; 47.309; 2993512.213; 13.369; 48.128; 
  348.32; 1; 725; 4.456; 29.078; 0.236; 38.398; 27838.55; 47.309; 2993559.522; 13.369; 48.128; 
  348.33; 1; 725; 4.456; 29.078; 0.236; 38.398; 27838.55; 47.309; 2993606.831; 13.369; 48.128; 
  348.35; 1; 725; 4.456; 29.079; 0.236; 38.398; 27838.55; 47.309; 2993654.14; 13.369; 48.128; 
  348.37; 1; 725; 4.456; 29.079; 0.236; 38.398; 27838.55; 47.309; 2993701.449; 13.369; 48.128; 
  348.38; 1; 725; 4.456; 29.079; 0.236; 38.398; 27838.55; 47.309; 2993748.758; 13.369; 48.128; 
  348.40; 1; 725; 4.456; 29.079; 0.236; 38.398; 27838.55; 47.309; 2993796.067; 13.369; 48.128; 
  348.42; 1; 725; 4.456; 29.079; 0.236; 38.398; 27838.55; 47.309; 2993843.376; 13.369; 48.128; 
  348.43; 1; 725; 4.456; 29.08; 0.236; 38.398; 27838.55; 47.309; 2993890.685; 13.369; 48.128; 
  348.45; 1; 725; 4.456; 29.08; 0.236; 38.398; 27838.55; 47.309; 2993937.994; 13.369; 48.128; 
  348.47; 1; 725; 4.456; 29.08; 0.236; 38.398; 27838.55; 47.309; 2993985.303; 13.37; 48.132; 
  348.48; 1; 725; 4.456; 29.08; 0.236; 38.398; 27838.55; 47.309; 2994032.612; 13.37; 48.132; 
  348.50; 1; 725; 4.456; 29.081; 0.236; 38.398; 27838.55; 47.309; 2994079.921; 13.37; 48.132; 
  348.52; 1; 725; 4.456; 29.081; 0.236; 38.398; 27838.55; 47.309; 2994127.23; 13.37; 48.132; 
  348.53; 1; 725; 4.456; 29.081; 0.236; 38.398; 27838.55; 47.309; 2994174.539; 13.37; 48.132; 
  348.55; 1; 725; 4.456; 29.081; 0.236; 38.398; 27838.55; 47.309; 2994221.848; 13.37; 48.132; 
  348.57; 1; 725; 4.456; 29.082; 0.236; 38.398; 27838.55; 47.309; 2994269.157; 13.37; 48.132; 
  348.58; 1; 725; 4.456; 29.082; 0.236; 38.398; 27838.55; 47.309; 2994316.466; 13.37; 48.132; 
  348.60; 1; 725; 4.456; 29.082; 0.236; 38.398; 27838.55; 47.309; 2994363.775; 13.37; 48.132; 
  348.62; 1; 725; 4.456; 29.082; 0.236; 38.398; 27838.55; 47.309; 2994411.084; 13.371; 48.136; 
  348.63; 1; 725; 4.456; 29.082; 0.236; 38.398; 27838.55; 47.309; 2994458.393; 13.371; 48.136; 
  348.65; 1; 725; 4.456; 29.083; 0.236; 38.398; 27838.55; 47.309; 2994505.702; 13.371; 48.136; 
  348.67; 1; 725; 4.456; 29.083; 0.236; 38.398; 27838.55; 47.309; 2994553.011; 13.371; 48.136; 
  348.68; 1; 725; 4.456; 29.083; 0.236; 38.398; 27838.55; 47.309; 2994600.32; 13.371; 48.136; 
  348.70; 1; 725; 4.456; 29.083; 0.236; 38.398; 27838.55; 47.309; 2994647.629; 13.371; 48.136; 
  348.72; 1; 725; 4.456; 29.084; 0.236; 38.398; 27838.55; 47.309; 2994694.938; 13.371; 48.136; 
  348.73; 1; 725; 4.456; 29.084; 0.236; 38.398; 27838.55; 47.309; 2994742.247; 13.371; 48.136; 
  348.75; 1; 725; 4.456; 29.084; 0.236; 38.398; 27838.55; 47.309; 2994789.556; 13.371; 48.136; 
  348.77; 1; 725; 4.456; 29.084; 0.236; 38.398; 27838.55; 47.309; 2994836.865; 13.371; 48.136; 
  348.78; 1; 725; 4.456; 29.085; 0.236; 38.398; 27838.55; 47.309; 2994884.174; 13.372; 48.139; 
  348.80; 1; 725; 4.456; 29.085; 0.236; 38.398; 27838.55; 47.309; 2994931.483; 13.372; 48.139; 
  348.82; 1; 725; 4.456; 29.085; 0.236; 38.398; 27838.55; 47.309; 2994978.792; 13.372; 48.139; 
  348.83; 1; 725; 4.456; 29.085; 0.236; 38.398; 27838.55; 47.309; 2995026.101; 13.372; 48.139; 
  348.85; 1; 725; 4.456; 29.085; 0.236; 38.398; 27838.55; 47.309; 2995073.41; 13.372; 48.139; 
  348.87; 1; 725; 4.456; 29.086; 0.236; 38.398; 27838.55; 47.309; 2995120.719; 13.372; 48.139; 
  348.88; 1; 725; 4.456; 29.086; 0.236; 38.398; 27838.55; 47.309; 2995168.028; 13.372; 48.139; 
  348.90; 1; 725; 4.456; 29.086; 0.236; 38.398; 27838.55; 47.309; 2995215.337; 13.372; 48.139; 
  348.92; 1; 725; 4.456; 29.086; 0.236; 38.398; 27838.55; 47.309; 2995262.646; 13.372; 48.139; 
  348.93; 1; 725; 4.456; 29.087; 0.236; 38.398; 27838.55; 47.309; 2995309.955; 13.373; 48.143; 
  348.95; 1; 725; 4.456; 29.087; 0.236; 38.398; 27838.55; 47.309; 2995357.264; 13.373; 48.143; 
  348.97; 1; 725; 4.456; 29.087; 0.236; 38.398; 27838.55; 47.309; 2995404.573; 13.373; 48.143; 
  348.98; 1; 725; 4.456; 29.087; 0.236; 38.398; 27838.55; 47.309; 2995451.882; 13.373; 48.143; 
  349.00; 1; 725; 4.456; 29.088; 0.236; 38.398; 27838.55; 47.309; 2995499.191; 13.373; 48.143; 
  349.02; 1; 725; 4.456; 29.088; 0.236; 38.398; 27838.55; 47.309; 2995546.5; 13.373; 48.143; 
  349.03; 1; 725; 4.456; 29.088; 0.236; 38.398; 27838.55; 47.309; 2995593.809; 13.373; 48.143; 
  349.05; 1; 725; 4.456; 29.088; 0.236; 38.398; 27838.55; 47.309; 2995641.118; 13.373; 48.143; 
  349.07; 1; 725; 4.456; 29.088; 0.236; 38.398; 27838.55; 47.309; 2995688.427; 13.373; 48.143; 
  349.08; 1; 725; 4.456; 29.089; 0.236; 38.398; 27838.55; 47.309; 2995735.736; 13.373; 48.143; 
  349.10; 1; 725; 4.456; 29.089; 0.236; 38.398; 27838.55; 47.309; 2995783.045; 13.374; 48.146; 
  349.12; 1; 725; 4.456; 29.089; 0.236; 38.398; 27838.55; 47.309; 2995830.354; 13.374; 48.146; 
  349.13; 1; 725; 4.456; 29.089; 0.236; 38.398; 27838.55; 47.309; 2995877.663; 13.374; 48.146; 
  349.15; 1; 725; 4.456; 29.09; 0.236; 38.398; 27838.55; 47.309; 2995924.972; 13.374; 48.146; 
  349.17; 1; 725; 4.456; 29.09; 0.236; 38.398; 27838.55; 47.309; 2995972.281; 13.374; 48.146; 
  349.18; 1; 725; 4.456; 29.09; 0.236; 38.398; 27838.55; 47.309; 2996019.59; 13.374; 48.146; 
  349.20; 1; 725; 4.456; 29.09; 0.236; 38.398; 27838.55; 47.309; 2996066.899; 13.374; 48.146; 
  349.22; 1; 725; 4.456; 29.09; 0.236; 38.398; 27838.55; 47.309; 2996114.208; 13.374; 48.146; 
  349.23; 1; 725; 4.456; 29.091; 0.236; 38.398; 27838.55; 47.309; 2996161.517; 13.374; 48.146; 
  349.25; 1; 725; 4.456; 29.091; 0.236; 38.398; 27838.55; 47.309; 2996208.826; 13.375; 48.15; 
  349.27; 1; 725; 4.456; 29.091; 0.236; 38.398; 27838.55; 47.309; 2996256.135; 13.375; 48.15; 
  349.28; 1; 725; 4.456; 29.091; 0.236; 38.398; 27838.55; 47.309; 2996303.444; 13.375; 48.15; 
  349.30; 1; 725; 4.456; 29.092; 0.236; 38.398; 27838.55; 47.309; 2996350.753; 13.375; 48.15; 
  349.32; 1; 725; 4.456; 29.092; 0.236; 38.398; 27838.55; 47.309; 2996398.062; 13.375; 48.15; 
  349.33; 1; 725; 4.456; 29.092; 0.236; 38.398; 27838.55; 47.309; 2996445.371; 13.375; 48.15; 
  349.35; 1; 725; 4.456; 29.092; 0.236; 38.398; 27838.55; 47.309; 2996492.68; 13.375; 48.15; 
  349.37; 1; 725; 4.456; 29.093; 0.236; 38.398; 27838.55; 47.309; 2996539.989; 13.375; 48.15; 
  349.38; 1; 725; 4.456; 29.093; 0.236; 38.398; 27838.55; 47.309; 2996587.298; 13.375; 48.15; 
  349.40; 1; 725; 4.456; 29.093; 0.236; 38.398; 27838.55; 47.309; 2996634.607; 13.375; 48.15; 
  349.42; 1; 725; 4.456; 29.093; 0.236; 38.398; 27838.55; 47.309; 2996681.916; 13.376; 48.154; 
  349.43; 1; 725; 4.456; 29.093; 0.236; 38.398; 27838.55; 47.309; 2996729.225; 13.376; 48.154; 
  349.45; 1; 725; 4.456; 29.094; 0.236; 38.398; 27838.55; 47.309; 2996776.534; 13.376; 48.154; 
  349.47; 1; 725; 4.456; 29.094; 0.236; 38.398; 27838.55; 47.309; 2996823.843; 13.376; 48.154; 
  349.48; 1; 725; 4.456; 29.094; 0.236; 38.398; 27838.55; 47.309; 2996871.152; 13.376; 48.154; 
  349.50; 1; 725; 4.456; 29.094; 0.236; 38.398; 27838.55; 47.309; 2996918.461; 13.376; 48.154; 
  349.52; 1; 725; 4.456; 29.095; 0.236; 38.398; 27838.55; 47.309; 2996965.77; 13.376; 48.154; 
  349.53; 1; 725; 4.456; 29.095; 0.236; 38.398; 27838.55; 47.309; 2997013.079; 13.376; 48.154; 
